Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
Lagomorpha	Leporidae	Lepus	capensis	Cape hare	228	175	43	33	2.6	3.3	39	118.4	943.3	2358				unknown	small	low						"455,610,671,680,817"
Lagomorpha	Leporidae	Lepus	europaeus	European hare	236		42	29	2	3.8		119.67	390	4175	0.0191	10.7	671	captivity	small	acceptable					311.45	"4,345,426,106,716,760,000,000"
Lagomorpha	Leporidae	Lepus	timidus	Mountain hare	266		50	23	2	2.1	50	107.93	492	4175		18	640	wild	medium	acceptable			8.443	3014.5	312.85	"36,420,434,455,610,600"
Lagomorpha	Leporidae	Lepus	townsendii	White-tailed jackrabbit	333		39	27	4.3	2.8		94.32	737	3035.5				unknown	small	low			7.698	2523.2	311.35	"36,420,455,538,542,600"
Lagomorpha	Leporidae	Oryctolagus	cuniculus	European rabbit	730		30	26	5	4.3	29	45	214	1800	0.0228	13	1306	captivity	large	acceptable			7.395	2167.9	312.15	"36,54,55,109,110,111,112,113,114,115,116,189,420,434,455,489,542,551,610,671,676,680,731,1136,1306"
Lagomorpha	Leporidae	Sylvilagus	audubonii	Audubon's cottontail rabbit	164	107	29	28	3	5		34.5		900		7.8	671	captivity	small	acceptable			2.506	686.9	311.45	"36,420,455,610,671,600"
Lagomorpha	Leporidae	Sylvilagus	bachmani	Brush rabbit	154		27	19	3.6	3.2	29	28.17		700				unknown	small	low						"434,455,520,610"
Lagomorpha	Leporidae	Sylvilagus	floridanus	Eastern cottontail	123		30	24	5	3.9	30	40	118.5	1150	0.0243	9.8	"Steven Austad, pers. comm."	captivity	small	acceptable						"1,434,455,610,671,670,000,000,000"
Lagomorpha	Leporidae	Sylvilagus	nuttallii	Mountain cottontail	121		30	34	3.6	3.5				760		7.4	671	captivity	small	acceptable						"455,610,671"
Lagomorpha	Leporidae	Sylvilagus	palustris	Marsh rabbit	219		34		2.3	6				1233		7.6	671	captivity	small	acceptable						"434,455,610,671,978"
Lagomorpha	Leporidae	Sylvilagus	transitionalis	New England cottontail	120		28	16	4.8	2.5		30		902.6		9.3	671	captivity	tiny	acceptable						"455,610,671"
Lagomorpha	Ochotonidae	Ochotona	collaris	Collared pika	365		30		5	1.5		9		129				unknown	small	low						"434,455,538,542,610"
Lagomorpha	Ochotonidae	Ochotona	hyperborea	Northern pika	203		28		3			9.6		120		9.4	671	captivity	small	acceptable						"6,719,781,308"
Lagomorpha	Ochotonidae	Ochotona	princeps	American pika	347		30	28	3	2.2	30	9	81.1	100	0.0376	7	671	captivity	small	acceptable			0.932	109	313.25	"364,204,344,554,895,000,000,000,000,000,000,000"
Lagomorpha	Ochotonidae	Ochotona	pusilla	Steppe pika	31		30	22	8	2.8		9		262.5				unknown	small	low						"434,455,542,671"
Macroscelidea	Macroscelididae	Elephantulus	brachyrhynchus	Short-nosed elephant shrew					1.8	5.5	75			44.3				unknown	small	low			0.244	45.3	310.65	"36,420,434,455,610,600,000"
Macroscelidea	Macroscelididae	Elephantulus	edwardii	Cape elephant shrew					1.8			11.9		50				unknown	small	low			0.303	49.9	310.75	"36,420,671,978"
Macroscelidea	Macroscelididae	Elephantulus	intufi	"Bushveld elephant shrew, or Long-eared elephant shrew"	335	183	52	38	1.6		67	10		52		9.3	671	captivity	small	acceptable			0.29	46.5	310.35	"36,420,434,455,610,600"
Macroscelidea	Macroscelididae	Elephantulus	rozeti	North African elephant shrew			76		2.5	2				48		7.2	671	captivity	small	acceptable			0.288	49	310.25	"36,420,434,542,610,600"
Macroscelidea	Macroscelididae	Elephantulus	rufescens	Rufous elephant shrew	50	50	61	23	1	5.2	84	10.6	29	58	0.0481	7.9	671	captivity	small	acceptable			0.317	53	310.45	"364,204,344,555,426,000,000,000,000"
Macroscelidea	Macroscelididae	Macroscelides	proboscideus	Short-eared elephant shrew	44		65	19	1.6			7		40		8.7	671	captivity	medium	acceptable			0.292	39	309.35	"364,204,344,555,426,000,000,000"
Macroscelidea	Macroscelididae	Petrodromus	tetradactylus	Four-toed elephant shrew					1.2	2		31		210				unknown	small	low			0.852	208	310.65	"36,420,434,455,610,600,000"
Macroscelidea	Macroscelididae	Rhynchocyon	chrysopygus	Golden-rumped elephant shrew	38		42	15	1	4.5	81	80	180	540		11	671	captivity	small	acceptable						"434,455,542,610,671"
Macroscelidea	Macroscelididae	Rhynchocyon	cirnei	Checkered elephant shrew					1.9	4.5				370				unknown	small	low						"434,671,978"
Microbiotheria	Microbiotheriidae	Dromiciops	gliroides	Monito del monte	730	730			3		365			24.05				unknown	small	low					308.3	"4,344,555,221,032"
Monotremata	Ornithorhynchidae	Ornithorhynchus	anatinus	Duck-billed platypus	548	548	17	106	2		365			1250		22.6	671	captivity	small	acceptable			1.931	1030.3	307.15	"36,420,434,455,671"
Monotremata	Tachyglossidae	Tachyglossus	aculeatus	Short-beaked echidna	548	548	22	200	1		730	0.379	400	3500	0.013	49.5	671	captivity	medium	acceptable			2.327	2909	303.85	"364,204,344,556,717,000,000,000,000,000,000"
Monotremata	Tachyglossidae	Zaglossus	bruijni	"Western long-beaked echidna, or Long-nosed echidna"			10	152	1				400	7500		41.2	671	captivity	tiny	acceptable			6.493	11848.6	303.95	"36,420,434,455,671,900"
Notoryctemorphia	Notoryctidae	Notoryctes	typhlops	Southern marsupial mole					1					53.25				unknown	small	low						"434,542"
Peramelemorphia	Peramelidae	Echymipera	kalubu	"Common echymipera, or New Guinea spiny bandicoot"			13		2.1		120			650				unknown	small	low					308.15	"4,346,719,781,032"
Peramelemorphia	Peramelidae	Echymipera	rufescens	Long-nosed echymipera					2.2					1250		3.1	671	captivity	small	acceptable			2.255	886.6	308.05	"36,420,434,671,978"
Peramelemorphia	Peramelidae	Isoodon	auratus	Golden bandicoot	171	91	12		2.6					485		6.7	671	captivity	tiny	acceptable			0.837	428	306.95	"364,205,226,719,781,000"
Peramelemorphia	Peramelidae	Isoodon	macrourus	Northern brown bandicoot	122	200	12	60	4	2.7	58	0.1883	100	1600	0.0145	6.8	671	captivity	small	acceptable			3.202	1551	309.05	"36,420,434,455,522,600,000,000,000"
Peramelemorphia	Peramelidae	Isoodon	obesulus	Southern brown bandicoot	210		15	62	2.73	2.2	140	0.35	125	700	0.0135	6.5	671	captivity	small	acceptable			1.238	717	307.05	"36,420,522,671,731,900"
Peramelemorphia	Peramelidae	Perameles	bougainville	Western barred bandicoot	120	150	12		1.8				100	226		5.8	671	captivity	small	acceptable						"5,226,719,781,308"
Peramelemorphia	Peramelidae	Perameles	gunnii	Eastern barred bandicoot	91	152	12	60	2	3.8	65	0.25	136.7	766	0.0142	6.1	671	captivity	medium	acceptable			1.902	695	308.35	"36,420,455,522,671,700,000"
Peramelemorphia	Peramelidae	Perameles	nasuta	Long-nosed bandicoot	135		12	66	2.7		53	0.245	150	859		5.6	671	captivity	small	acceptable			1.763	645	309.25	"36,420,522,671"
Peramelemorphia	Peramelidae	Peroryctes	raffrayana	Raffray's bandicoot	90	150	15		3					675		3.2	671	captivity	small	questionable						"4,346,711,308"
Peramelemorphia	Thylacomyidae	Macrotis	lagotis	"Rabbit-bandicoot, or Bilby"	150		17	110	2	4	175			1300		9.6	671	captivity	medium	acceptable			2.4	1245.5	308.15	"36,420,434,455,522,600,000"
Perissodactyla	Equidae	Equus	asinus	African wild ass	708	1005	359		1			30000		164998		47	671	captivity	large	high			164.92	177500		"36,434,455,610,671,700,000,000,000,000"
Perissodactyla	Equidae	Equus	caballus	Horse	914	973	337		1	1	548	38000		300000		57	"Richard Miller, pers. comm."	captivity	large	high	0.0002	4			311.45	"2,272,282,283,284,450,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Perissodactyla	Equidae	Equus	grevyi	Grevy's zebra	1278	1461	406	259	1	0.5	575	40000		384000		31	671	captivity	large	high						"43,445,561,067,181,700,000,000"
Perissodactyla	Equidae	Equus	hemionus	Kulan	1157	1187	339	456	1	0.7	458			230000		31.6	671	captivity	medium	acceptable						"434,455,610,671"
Perissodactyla	Equidae	Equus	kiang	Kiang	1001	1187	299			0.5				275000		30.1	671	captivity	medium	acceptable						"4,344,556,711,308"
Perissodactyla	Equidae	Equus	quagga	Quagga	900	900	365	395	1	0.6	556	32000	205000	280000	0.0038	38	671	captivity	large	high						"434,448,455,610,671,000,000,000"
Perissodactyla	Equidae	Equus	zebra	Mountain zebra	1009	1279	362	304	1	0.6	670	35000		296000		33.2	671	captivity	medium	acceptable						"434,455,610,671,680"
Perissodactyla	Rhinocerotidae	Ceratotherium	simum	White rhinoceros	1643	1643	515	365	1	0.4	1009	52500		2175000		45	671	captivity	large	high						"4,344,556,106,716,800,000"
Perissodactyla	Rhinocerotidae	Dicerorhinus	sumatrensis	Sumatran rhinoceros	2738		236	502	1	0.3	1278	23000		1260000		32.8	671	captivity	tiny	acceptable						"434,455,542,610,671,000"
Perissodactyla	Rhinocerotidae	Diceros	bicornis	Black rhinoceros	1826	2254	474	634	1	0.4	1059	36500		1100000	0.0033	57	1380	wild	medium	acceptable					312.15	"43,445,561,067,168,000,000,000,000"
Perissodactyla	Rhinocerotidae	Rhinoceros	sondaicus	Javan rhinoceros	1278		502	548	1	0.3				1750000				unknown	small	low						"434,542,610,671"
Perissodactyla	Rhinocerotidae	Rhinoceros	unicornis	Indian rhinoceros	1678	2557	479	456	1	0.3	850	58000	885812	1602330		43.5	671	captivity	medium	acceptable					310.55	"4,344,555,426,106,710,000"
Perissodactyla	Tapiridae	Acrocodia	indica	Malayan tapir	1095	1095	392	183	1	0.5	730	6500		250000		36.5	671	captivity	medium	acceptable					309.95	"43,445,561,067,110,500,000"
Perissodactyla	Tapiridae	Tapirella	bairdii	Baird's tapir	710		401		1	0.7		9400		300000		29.6	671	captivity	medium	acceptable						"6,106,711,308"
Perissodactyla	Tapiridae	Tapirus	pinchaque	Mountain tapir	1114		398		1			4270		148950		28.5	671	captivity	small	acceptable						"4,556,106,711,308"
Perissodactyla	Tapiridae	Tapirus	terrestris	Brazilian tapir	1095	1095	398	289	1			6000	86260	250000		39.6	"John Gramieri, pers. comm."	captivity	large	high					309.65	"4,344,556,101,052"
Pholidota	Manidae	Manis	crassicaudata	Indian pangolin	755		67		1	1	365	350		13014.7				unknown	small	low			6.923	15910	306.55	"364,204,346,717,309,000,000"
Pholidota	Manidae	Manis	pentadactyla	Chinese pangolin	755			87	1	1	365	92.5		2350				unknown	tiny	low			3.727	3637.5	306.55	"364,204,556,106,719,000,000"
Pilosa	Bradypodidae	Bradypus	torquatus	Maned three-toed sloth			150		1					3875				unknown	small	low						"434,470,542,610,978"
Pilosa	Bradypodidae	Bradypus	tridactylus	Pale-throated three-toed sloth	1642	1095	141		1	1		179		4250				unknown	small	low						"434,455,470,542,610,000"
Pilosa	Cyclopedidae	Cyclopes	didactylus	Silky anteater			135	152	1					266				unknown	tiny	low			0.636	240	306.15	"36,420,434,455,610"
Pilosa	Megalonychidae	Choloepus	didactylus	Southern two-toed sloth	1279	1644	279	152	1	1	616	356		6250	0.002	36.8	671	captivity	medium	acceptable						"434,455,470,542,609,000,000,000"
Pilosa	Megalonychidae	Choloepus	hoffmanni	Hoffmann's two-toed sloth	730	1095	350	21	1	0.7	456	402		6250		41	"John Gramieri, pers. comm."	captivity	medium	acceptable			3.891	4005.2	307.55	"364,204,344,554,706,000,000,000"
Pilosa	Myrmecophagidae	Myrmecophaga	tridactyla	Giant anteater	1186	1186	184	56	1	1.2		1600		28500	0.0088	31	671	captivity	medium	acceptable			14.543	30600	305.65	"364,204,344,555,426,000,000,000,000"
Pilosa	Myrmecophagidae	Tamandua	mexicana	Northern tamandua	365		163			1				4500		16	671	captivity	tiny	acceptable			5.124	3884.2	305.15	"364,204,346,719,781,000"
Pilosa	Myrmecophagidae	Tamandua	tetradactyla	Southern tamandua	365		160		1	1.4				4500		19	671	captivity	medium	acceptable			5.015	3500	306.65	"36,420,434,455,542,600,000"
Primates	Aotidae	Aotus	azarae	Azara's night monkey				234	1	1	365			1230		30	774	captivity	small	acceptable						"681,774,978"
Primates	Aotidae	Aotus	lemurinus	Lemurine night monkey	755		135	76	1	1	365	98		874		33.8	671	captivity	medium	acceptable						"6,716,819,781,308"
Primates	Aotidae	Aotus	trivirgatus	Northern night monkey	821	730	142	77	1	1.4	269	88.5	360	800		30.1	671	captivity	medium	acceptable			2.499	914.5	311.15	"36,420,434,455,467,600,000,000,000,000"
Primates	Aotidae	Aotus	vociferans	Noisy night monkey					1					873		22.1	671	captivity	small	acceptable						"671,730,978"
Primates	Atelidae	Alouatta	caraya	Black howler monkey	1167	928	187	195	1	1	338	187.5		5462.5		32.4	671	captivity	medium	acceptable						"1,944,344,554,676,100,000,000,000,000"
Primates	Atelidae	Alouatta	guariba	Brown howler monkey										5540				unknown	small	low						"467,671"
Primates	Atelidae	Alouatta	palliata	Mantled howler monkey	1095	1278	186	433	1	0.6	384	409	1100	7000		24	671	captivity	small	acceptable			11.464	4670	309.15	"36,420,434,455,467,600,000,000,000,000"
Primates	Atelidae	Alouatta	pigra	Mexican black howler monkey			187		1			480		7000				unknown	small	low						"422,434,455,671,681"
Primates	Atelidae	Alouatta	sara	Bolivian red howler monkey	1673		190							6611				unknown	tiny	low						"6,717,301,308"
Primates	Atelidae	Alouatta	seniculus	Red howler monkey	1475		190	372	1	0.7	424	263		6543.2		25	671	captivity	small	acceptable						"1,434,455,467,671"
Primates	Atelidae	Ateles	belzebuth	White-bellied spider monkey	1461	1826	184		1	0.3	1095			7535		37	671	captivity	small	acceptable						"434,436,455,467,671"
Primates	Atelidae	Ateles	chamek	Chamek spider monkey	1591	1553	204							6000		42.8	671	captivity	medium	acceptable						"4,366,717,301,308"
Primates	Atelidae	Ateles	fusciceps	Brown-headed spider monkey	1515	1826	227	410	1	0.5	882	400		7000		46	671	captivity	large	acceptable						"434,436,455,467,610,000,000,000,000"
Primates	Atelidae	Ateles	geoffroyi	Central American spider monkey	1825	1826	232	821	1	0.3	970	426	2000	7267.5		47.1	671	captivity	large	acceptable						"4,344,364,554,676,100,000,000,000,000"
Primates	Atelidae	Ateles	marginatus	White-whiskered spider monkey	1461	1826	141							6000		44	671	captivity	tiny	acceptable						"67,173,011,251,308"
Primates	Atelidae	Ateles	paniscus	Black spider monkey	1516	1280	229	795	1	0.5	1072	452.5	3790	7887.5		46	671	captivity	medium	acceptable						"108,181,434,436,455,000,000,000,000,000,000"
Primates	Atelidae	Brachyteles	arachnoides	"Southern muriqui, or Woolly spider monkey, or Muriqui"	2738		232	662	1	0.3	730			11170		40	1091	wild	medium	acceptable						"43,445,546,767,167,900,000,000,000"
Primates	Atelidae	Lagothrix	lagothricha	Humboldt's woolly monkey	2555	1520	223	352	1	0.5	639	300		7650		32	671	captivity	medium	acceptable						"434,455,467,610,671,000,000,000"
Primates	Callitrichidae	Callimico	goeldii	Goeldi's monkey	365	395	153	77	1	1.2	179	48.15	215	555	0.0097	22.2	671	captivity	large	high					309.15	"43,445,546,761,067,100,000,000,000,000,000,000,000"
Primates	Callitrichidae	Callithrix	geoffroyi	Geoffroy's marmoset	477	382	144							342		17.6	671	captivity	large	acceptable						"67,173,011,421,308"
Primates	Callitrichidae	Callithrix	jacchus	White-tufted-ear marmoset	477	382	144	62	2	2	169	26.5	86.67	255.2	0.0172	22.8	671	captivity	large	high			0.848	190	309.15	"361,861,871,881,891,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Primates	Callitrichidae	Callithrix	kuhlii	Wied's black-tufted-ear marmoset	477	382	144							342		20	671	captivity	medium	acceptable						"6,717,301,308"
Primates	Callitrichidae	Callithrix	penicillata	Black-pencilled marmoset	477	382	144		2					307		15.4	671	captivity	medium	acceptable						"6,716,811,308"
Primates	Callitrichidae	Cebuella	pygmaea	Pygmy marmoset	684	638	125	91	2		171	16	70	124		18.6	671	captivity	large	high			0.599	110.7	308.35	"3,643,445,546,346,760,000,000,000,000,000,000,000"
Primates	Callitrichidae	Leontocebus	fuscicollis	Saddlebacked tamarin	546	730	147	91	1.8	1	202	39.9		456.5		24.9	671	captivity	medium	acceptable						"322,434,455,467,542,000,000,000,000"
Primates	Callitrichidae	Leontocebus	nigricollis	Black-mantled tamarin	850		140	82	1.8	2.9	251	43.5	175	519.2	0.0079	20.2	671	captivity	tiny	acceptable						"434,455,467,610,671,000,000,000"
Primates	Callitrichidae	Leontopithecus	chrysomelas	Golden-headed lion tamarin	654	730	132		2					535		21.3	671	captivity	large	acceptable						"51,167,197,811,421,300"
Primates	Callitrichidae	Leontopithecus	chrysopygus	Golden-rumped lion tamarin	654	730	132							570		17.9	671	captivity	medium	questionable						"4,346,711,308"
Primates	Callitrichidae	Leontopithecus	rosalia	Golden lion tamarin	547	730	128	131	2	1.8	189	55.3	165	654.5	0.0077	31.6	671	captivity	large	high						"4,344,484,554,676,100,000,000,000,000,000,000"
Primates	Callitrichidae	Mico	argentatus	Silvery marmoset	304	334	144	120	2	3.2	213	35.1		343.2	0.0059	16.5	671	captivity	medium	acceptable						"434,436,455,467,574,000,000"
Primates	Callitrichidae	Mico	humeralifer	Tassel-eared marmoset	304	334	144		2			34.5		355.8		15	671	captivity	small	acceptable						"434,436,467,671"
Primates	Callitrichidae	Saguinus	bicolor	Brazilian bare-faced tamarin			160		1.63					495.8		19	671	captivity	medium	acceptable						"434,455,467,671"
Primates	Callitrichidae	Saguinus	geoffroyi	Geoffroy's tamarin	548	550	142	56	2		241	46.03		499.3		20.5	671	captivity	medium	acceptable			1.305	225		"364,344,555,426,106,000,000,000,000,000"
Primates	Callitrichidae	Saguinus	imperator	Emperor tamarin	546	730	145		2			47		518.5		23.7	671	captivity	large	high						"321,434,467,671"
Primates	Callitrichidae	Saguinus	labiatus	Red-chested mustached tamarin			147	227	1.9	1.2	299	42.33		501.3		20.5	671	captivity	medium	acceptable						"455,542,610,671,681,000"
Primates	Callitrichidae	Saguinus	leucopus	Silvery-brown bare-face tamarin			142		2			44		490		15.2	671	captivity	small	acceptable						"671,681,978"
Primates	Callitrichidae	Saguinus	midas	Midas tamarin	608		127	71	2	1.4	207	40		553.8		21	671	captivity	large	high						"434,455,467,542,610,000,000,000,000,000"
Primates	Callitrichidae	Saguinus	mystax	Black-chested mustached tamarin	486	540	145	171	2		168	46.9		543.5		20	671	captivity	small	acceptable						"59,434,455,467,610,600,000"
Primates	Callitrichidae	Saguinus	oedipus	Cotton-top tamarin	548	550	178	52	1.9	1	244	39.36	105	445.5	0.0102	26.2	671	captivity	large	high						"321,322,434,455,463,000,000,000,000,000,000,000,000"
Primates	Cebidae	Cebus	albifrons	White-fronted capuchin	1310	1310	158	274	1	0.7	547	233		2467.5		40.4	671	captivity	medium	acceptable						"434,436,455,467,542,000,000,000,000,000"
Primates	Cebidae	Cebus	capucinus	White-faced capuchin	1505	2921	162	521	1	0.5	803	230	1350	2655		54	671	captivity	medium	acceptable						"434,436,455,467,610,000,000,000,000,000,000,000,000"
Primates	Cebidae	Cebus	olivaceus	Weeping capuchin	2190		162	740	1	0.5	792			2552.5		47	671	captivity	medium	acceptable						"434,436,455,467,671,000,000"
Primates	Cebidae	Saimiri	boliviensis	Bolivian squirrel monkey	1091	1826	158		1					615		30.3	671	captivity	large	acceptable						"6,717,309,781,308"
Primates	Cebidae	Saimiri	oerstedii	Central American squirrel monkey			161		1					788.5				unknown	tiny	low						"467,671,978"
Primates	Cebidae	Saimiri	sciureus	South American squirrel monkey	1003	1826	161	177	1	1	365	107	403	925	0.0125	30.2	671	captivity	large	high			4.429	836.7	311.15	"36,59,75,108,192,193,388,389,390,420,434,436,455,463,467,671,731,826,1136,1236"
Primates	Cebidae	Sapajus	apella	Brown capuchin	1703		158	307	1.5	0.6	671	239.7	1000	2642.5		46	671	captivity	large	high						"383,434,436,455,467,000,000,000,000,000"
Primates	Cercopithecidae	Allenopithecus	nigroviridis	Allen's swamp monkey				108	1			221		4702.5		27	671	captivity	medium	acceptable						"434,455,467,542,671,000"
Primates	Cercopithecidae	Allochrocebus	lhoesti	L'hoest's monkey					1	0.8	485			4700		24.1	671	captivity	medium	acceptable						"455,467,671,679"
Primates	Cercopithecidae	Allochrocebus	preussi	Preuss's monkey					1					5250		26	671	captivity	small	acceptable						"671,730,978"
Primates	Cercopithecidae	Allochrocebus	solatus	Sun-tailed monkey	1734				1	0.7	548			5405				unknown	small	low						"467,671,681,978"
Primates	Cercopithecidae	Cercocebus	agilis	Agile mangabey	1536		170							8000		31	671	captivity	tiny	acceptable						"6,717,301,308"
Primates	Cercopithecidae	Cercocebus	galeritus	Tana River mangabey	2267		175	365	1				2170	9467.5				unknown	tiny	low						"434,455,467,610,671,000,000,000"
Primates	Cercopithecidae	Cercocebus	torquatus	Red-capped mangabey	973		167		1	0.9	457			9492.5		46	671	captivity	medium	acceptable						"216,434,455,467,542,000"
Primates	Cercopithecidae	Cercopithecus	ascanius	Black-cheeked white-nosed monkey	1642		147	182	1	0.7	540	371		3705		31.2	671	captivity	medium	acceptable						"434,455,467,671,679,000"
Primates	Cercopithecidae	Cercopithecus	campbelli	Campbell's monkey	1095		180	365	1					3600		30	671	captivity	small	acceptable						"434,467,610,671,679"
Primates	Cercopithecidae	Cercopithecus	cephus	Moustached monkey	1460		172	365	1	0.4	821	340		3585		36	671	captivity	small	acceptable						"455,467,610,671,679,000"
Primates	Cercopithecidae	Cercopithecus	diana	Diana monkey	1962			365	1	1	365	475		4550		35.1	671	captivity	medium	acceptable						"467,574,671,679,681"
Primates	Cercopithecidae	Cercopithecus	erythrogaster	Red-bellied monkey	1572		172		1					3250		24	671	captivity	tiny	acceptable						"4,676,719,781,308"
Primates	Cercopithecidae	Cercopithecus	hamlyni	Owl-faced monkey										4425		28.6	671	captivity	small	acceptable						"467,671"
Primates	Cercopithecidae	Cercopithecus	mitis	Blue monkey	1673	1673	132	315	1	0.5	515	366.4		9000		37.8	671	captivity	medium	acceptable			19.276	8648.7	310.65	"36,420,434,455,467,500,000,000,000,000,000,000,000,000"
Primates	Cercopithecidae	Cercopithecus	mona	Mona monkey					1			284		4500		30	671	captivity	medium	acceptable						"434,467,542,671"
Primates	Cercopithecidae	Cercopithecus	neglectus	De Brazza's monkey	1611	2555	177	395	1	1	365	260	1640	5945		30.8	671	captivity	medium	acceptable						"434,455,467,542,671,000,000,000"
Primates	Cercopithecidae	Cercopithecus	nictitans	White-nosed guenon	1460		172		1	0.5	719	406		5465		31	671	captivity	small	acceptable						"467,671,679,681"
Primates	Cercopithecidae	Cercopithecus	petaurista	Lesser white-nosed monkey					1					3650		29	671	captivity	medium	acceptable						"467,671,978"
Primates	Cercopithecidae	Cercopithecus	pogonias	Crowned guenon	1460		165		1	0.5	730	340		3580		27	671	captivity	small	acceptable						"467,671"
Primates	Cercopithecidae	Cercopithecus	wolfi	Wolf's monkey	1685		170		1			435		3390		24	"John Gramieri, pers. comm."	captivity	small	acceptable						"4,679,781,308"
Primates	Cercopithecidae	Chlorocebus	aethiops	"Grivet, or Vervet"	1034	1825	162	182	1	1	357	314	1036	5620		32	1355	captivity	medium	acceptable					309.95	"59,108,434,455,467,600,000,000,000,000"
Primates	Cercopithecidae	Colobus	angolensis	Angolan colobus	1642	730	191		1					8625		35.3	671	captivity	medium	acceptable						"4,676,711,308"
Primates	Cercopithecidae	Colobus	guereza	Guereza	1461	2192	175	377	1	1	365	397.8	1600	9950		35	671	captivity	large	high			17.037	10623.6	310.15	"364,204,344,364,484,000,000,000,000,000,000,000,000"
Primates	Cercopithecidae	Colobus	polykomos	King colobus	1642	730	185	270	1	0.6	442	708.5	1240	9525		33.9	671	captivity	small	acceptable						"434,436,455,467,511,000,000,000,000,000,000"
Primates	Cercopithecidae	Erythrocebus	patas	Patas monkey	956	1400	167	162	1	1	357	504.5	1950	7750		30	1306	captivity	medium	acceptable			5.958	3000	312.45	"361,954,204,344,554,000,000,000,000,000,000"
Primates	Cercopithecidae	Lophocebus	albigena	Gray-cheeked mangabey	1460		181	233	1	0.4	584	425	2170	9317.5		36	671	captivity	small	acceptable						"434,455,467,610,671,000,000,000"
Primates	Cercopithecidae	Macaca	arctoides	Stump-tailed macaque	1186	2099	177	299	1	0.6	558	479	2300	9275		29.2	671	captivity	medium	acceptable						"1,434,455,467,610,670,000"
Primates	Cercopithecidae	Macaca	assamensis	Assam macaque										9100		31.4	671	captivity	medium	acceptable						"467,671"
Primates	Cercopithecidae	Macaca	fascicularis	Long-tailed macaque	1238	1544	165		1	0.9	431	320		6362.5		39	671	captivity	large	acceptable					310.75	"9,516,716,816,917,010,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Primates	Cercopithecidae	Macaca	fuscata	Japanese macaque	1483	1369	174		1.5	0.5	514	496		8882.5		38.5	671	captivity	large	high						"95,269,270,271,434,400,000,000,000,000,000,000,000,000,000,000,000"
Primates	Cercopithecidae	Macaca	maura	Moor macaque	1825	1095	165	507	1	0.6	669	389.5		5575		33	671	captivity	small	acceptable						"6,716,796,819,781,300"
Primates	Cercopithecidae	Macaca	mulatta	Rhesus monkey	1231	2007	165		1	1	444	464		8235	0.0012	40	1074	captivity	large	high	0.02	15			310.45	"2,58,59,75,95,149,152,157,174,235,328,329,330,331,332,333,334,335,336,390,391,430,434,455,463,464,465,467,517,601,610,679,680,681,713,727,731,873,916,920,938,976,981,1036,1074,1087,1090,1101,1103,1122,1136,1143,1183,1184,1213,1214,1216,1236,1257,1313,1314,1315,1316"
Primates	Cercopithecidae	Macaca	nemestrina	"Southern pig-tailed macaque, or Pigtail macaque"	1125	1095	172	324	1	0.8	405	462.5	1416.5	7912.5	0.0015	37.6	671	captivity	large	acceptable						"152,164,346,347,348,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Primates	Cercopithecidae	Macaca	nigra	Celebes crested macaque	1490		176	365	1	0.7	540	461		7965		34	671	captivity	medium	acceptable						"4,344,554,676,106,710,000,000,000,000"
Primates	Cercopithecidae	Macaca	ochreata	Booted macaque	1490	1095	172							3950		29	671	captivity	tiny	acceptable						"4,676,711,308"
Primates	Cercopithecidae	Macaca	radiata	Bonnet macaque	1295	1795	161	304	1	1	365	394	2000	6755		30	671	captivity	medium	acceptable						"93,94,95,434,455,467,610,671,679,681,1088"
Primates	Cercopithecidae	Macaca	silenus	Liontail macaque	1429	2511	176	365	1	0.7	503	407		7875		40	671	captivity	large	high						"4,344,554,676,106,710,000,000,000,000,000"
Primates	Cercopithecidae	Macaca	sinica	Toque macaque	1460		152	396	1	0.7	547	446		4370		29.3	671	captivity	small	acceptable						"434,455,467,671,676,000,000"
Primates	Cercopithecidae	Macaca	sylvanus	Barbary macaque	1399	2007	164	213	1.5	1	365	450	2420	10875		30	1317	captivity	large	high						"434,455,467,610,671,000,000,000,000,000,000,000"
Primates	Cercopithecidae	Macaca	thibetana	Tibetan macaque	1454	2099	170	571	1	0.5	730	525	2400	10300		27	671	captivity	tiny	acceptable						"4,344,554,676,106,710,000,000"
Primates	Cercopithecidae	Macaca	tonkeana	Tonkean macaque			173							11950		28.4	671	captivity	medium	acceptable						"467,671"
Primates	Cercopithecidae	Mandrillus	leucophaeus	Drill	1277		179	487	1	0.8	448	772		18250		39	671	captivity	medium	acceptable						"434,455,467,671,679,000"
Primates	Cercopithecidae	Mandrillus	sphinx	Mandrill	1186		173	354	1	0.8	532	613	3000	23000		40	671	captivity	large	high						"4,224,344,554,676,710,000,000,000"
