Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
Artiodactyla	Suidae	Hylochoerus	meinertzhageni	Giant forest hog	365	517	132	68	5	1	365	1250		202500				unknown	tiny	low						"434,453,455,542,610"
Artiodactyla	Suidae	Phacochoerus	africanus	Wart hog	578	578	164	84	3	1.5	426	660		100000		30	1306	captivity	large	acceptable						"4,344,555,426,711,300"
Artiodactyla	Suidae	Potamochoerus	larvatus	Bushpig	1096	1096	122		2.7					87500				unknown	tiny	low						"4,346,719,781,308"
Artiodactyla	Suidae	Potamochoerus	porcus	Red river hog	1096	1096	122	91	3		365	775		88000	0.0099	22	671	captivity	large	high						"434,455,542,610,671,000,000,000,000"
Artiodactyla	Suidae	Sus	barbatus	Bearded pig	362		122		4	1				102750		16.2	671	captivity	medium	acceptable						"4,555,426,106,719,780,000"
Artiodactyla	Suidae	Sus	salvanius	Pygmy hog	700	700	108		3			191.5		8000		14	671	captivity	small	acceptable						"434,455,542,573,671"
Artiodactyla	Suidae	Sus	scrofa	Wild boar	334	768	115		7	1.5	230	960		130000	0.0095	27	671	captivity	large	high			104.15	135000	312.15	"36,81,189,318,319,434,441,455,542,671,731,978,998,1136,1143,1207,1389"
Artiodactyla	Suidae	Sus	verrucosus	Javan pig	274		120		6			1000		76000		17	671	captivity	small	acceptable						"434,542,671"
Artiodactyla	Tayassuidae	Catagonus	wagneri	Chacoan peccary	1096		152		2.4			610		34750				unknown	small	low						"434,455,671,978"
Artiodactyla	Tayassuidae	Pecari	tajacu	Collared peccary	329	358	145	49	2	2	155	700	4881	20200		31.5	671	captivity	large	high			33.165	20500	310.65	"36,420,434,455,671,900"
Artiodactyla	Tayassuidae	Tayassu	pecari	White-lipped peccary	548	548	158	50	2			700		22000		28.5	671	captivity	medium	acceptable					311.65	"4,344,555,426,106,710,000"
Artiodactyla	Tragulidae	Hyemoschus	aquaticus	Water chevrotain	403	403	175	180	1.25	1				11000				unknown	small	low						"434,455,573,610,680"
Artiodactyla	Tragulidae	Moschiola	meminna	Indian spotted chevrotain			150		1.5			319		2450		14.5	671	captivity	small	acceptable						"434,455,610,671"
Artiodactyla	Tragulidae	Tragulus	javanicus	Lesser mouse-deer	167	167	144	84	1			370		2850		14	671	captivity	medium	acceptable			4.883	1615.5	311.55	"364,344,555,426,106,000,000,000,000,000,000"
Artiodactyla	Tragulidae	Tragulus	napu	Greater mouse-deer	137	135	153	91	1	1	152	373		6500		16.7	671	captivity	medium	acceptable						"434,455,610,671,677,000"
Carnivora	Ailuridae	Ailurus	fulgens	Red panda	550	550	116	137	2	1	365	100	1140	4325	0.009	19	671	captivity	large	high			4.898	5740	310.75	"364,204,344,556,106,000,000,000,000"
Carnivora	Canidae	Atelocynus	microtis	Short-eared dog										9500		11.9	671	captivity	small	acceptable						"434,671"
Carnivora	Canidae	Canis	adustus	Side-striped jackal	274	274	64	42	4	2				10250		13.7	671	captivity	small	acceptable						"434,455,671"
Carnivora	Canidae	Canis	aureus	Golden jackal	334	334	63	75	3	1	365	207.5		11000		18.8	671	captivity	medium	acceptable					311.95	"4,344,556,711,033"
Carnivora	Canidae	Canis	familiaris	Domestic dog	510	510	63		6					40000	0.0244	27	1330	captivity	large	acceptable	0.02	3				"2,18,75,121,199,200,201,202,203,204,205,206,207,208,209,210,423,431,434,436,481,486,488,521,715,726,731,742,758,765,787,872,901,931,980,981,983,1121,1132,1136,1140,1141,1208,1242,1256,1264,1270,1315,1326,1327,1328,1329,1330"
Carnivora	Canidae	Canis	latrans	Coyote	274	274	63	60	6	1	365	250	1517	13250	0.0183	21.8	671	captivity	medium	acceptable			19.423	10148.9	310.15	"36,420,434,455,538,600,000,000,000"
Carnivora	Canidae	Canis	lupus	Gray wolf	669	669	62	47	6	0.8	365	450	5250	26625	0.0177	20.6	671	captivity	large	high					311.45	"434,455,671,676,680,000,000,000,000,000,000,000"
Carnivora	Canidae	Canis	mesomelas	Black-backed jackal	309	251	60	60	4	1	274	159		10250	0.0149	16.7	671	captivity	medium	acceptable			21.533	7720	311.15	"36,420,434,455,610,600,000"
Carnivora	Canidae	Cerdocyon	thous	Crab-eating fox	274	274	55	90	4	1.9	243	140		6500	0.0166	12.7	671	captivity	small	acceptable			8.502	5444	311.35	"36,420,434,455,610,600,000,000"
Carnivora	Canidae	Chrysocyon	brachyurus	Maned wolf	730		64	227	3			368		21500	0.0116	16.8	671	captivity	medium	acceptable						"434,455,542,610,671,000"
Carnivora	Canidae	Cuon	alpinus	Dhole	365	365	61	58	5	1	365	275	2350	15750		16.1	671	captivity	medium	acceptable						"434,455,610,671"
Carnivora	Canidae	Lycalopex	culpaeus	Culpeo	365		61	61	4	1	365	168		13000		13.1	671	captivity	small	acceptable						"434,455,610,671,978"
Carnivora	Canidae	Lycalopex	griseus	Argentinian gray fox			56		4.2					3990		10.9	671	captivity	small	acceptable						"434,610,671"
Carnivora	Canidae	Lycalopex	gymnocercus	Pampas fox	304		57		4		365			8500		13.7	671	captivity	small	acceptable						"434,455,610,671,978"
Carnivora	Canidae	Lycalopex	sechurae	Sechuran fox										4000		9.9	671	captivity	tiny	acceptable						"434,671,730"
Carnivora	Canidae	Lycalopex	vetulus	Hoary fox	276	274	56		3		365			5350		12.6	671	captivity	tiny	acceptable						"6,717,309,781,308"
Carnivora	Canidae	Lycaon	pictus	African wild dog	639	639	72	91	8	1	362	318		26500		17	671	captivity	large	high			33.01	8750		"36,434,455,671"
Carnivora	Canidae	Nyctereutes	procyonoides	Raccoon dog	304	304	61	47	6	1	365	75	825	6500		16.6	671	captivity	medium	acceptable					311.15	"4,344,555,326,106,710,000,000"
Carnivora	Canidae	Otocyon	megalotis	Bat-eared fox	365		68	105	4	2	182	122		4150		17	671	captivity	medium	acceptable						"434,455,542,610,671,000"
Carnivora	Canidae	Speothos	venaticus	Bush dog	304	365	68	101	4	2	249	160		6000		14.1	671	captivity	medium	acceptable						"434,455,610,671"
Carnivora	Canidae	Urocyon	cinereoargenteus	Gray fox	345	365	57	55	4	1	365	95	519.7	4750	0.0127	16.2	671	captivity	medium	acceptable						"434,455,538,610,671,000,000,000,000"
Carnivora	Canidae	Urocyon	littoralis	Island gray fox	365		52	61	2.6	1	365	100		1890.7				unknown	tiny	low						"538,610,671,978"
Carnivora	Canidae	Vulpes	bengalensis	Indian fox			50		4	1	365	58.5		2375				unknown	small	low						"434,455,542"
Carnivora	Canidae	Vulpes	cana	Blanford's fox	304	304	55	46	2			29		1000				unknown	small	low					311.65	"4,345,426,101,032"
Carnivora	Canidae	Vulpes	chama	Cape fox	274	274	51		4					4000				unknown	tiny	low						"434,542"
Carnivora	Canidae	Vulpes	corsac	Corsac fox	504		53	28	4.7		365	62.5		2700		13	671	captivity	medium	acceptable						"455,610,671,680,978"
Carnivora	Canidae	Vulpes	lagopus	Arctic fox	304	304	52	51	9	1	365	70		5200		16.3	671	captivity	medium	acceptable			7.665	3600	311.75	"36,420,434,455,610,600,000,000"
Carnivora	Canidae	Vulpes	macrotis	Kit fox	365	365	54		4		365	40		2500		15.8	671	captivity	small	acceptable			4.928	1769	311.15	"4,204,346,719,781,300"
Carnivora	Canidae	Vulpes	pallida	Pale fox	313	274	52		4			75		2800		16	671	captivity	small	acceptable						"4,345,426,717,301,300"
Carnivora	Canidae	Vulpes	rueppellii	Ruppell's sand fox	365		53		2					3200		14.3	671	captivity	medium	acceptable						"4,555,726,711,308"
Carnivora	Canidae	Vulpes	velox	Swift fox	365	365	55	46	4.5	1	365	39.65		2400	0.0315	15.9	671	captivity	medium	acceptable			4.948	1769		"36,434,441,455,538,500,000,000,000,000,000"
Carnivora	Canidae	Vulpes	vulpes	Red fox	304	304	52	48	5	1	365	100	1397	4131.7	0.0177	21.3	671	captivity	medium	acceptable			13.731	4580.3	311.85	"36,420,434,455,671,700,000"
Carnivora	Canidae	Vulpes	zerda	Fennec	274	274	51	66	2.2	1	365	26.28		1250		16.3	671	captivity	medium	acceptable			2.693	1159.2	311.95	"364,204,344,556,711,000"
Carnivora	Eupleridae	Cryptoprocta	ferox	Fossa	1496		90	129	3	1		100		9500	0.0038	23.1	671	captivity	medium	acceptable						"434,455,610,671,680,000,000"
Carnivora	Eupleridae	Fossa	fossana	Malagasy civet	728		82	76	1		365	67.5		1540		21.4	671	captivity	small	acceptable			5.02262	2260	311.05	"36,420,434,455,610,600,000,000"
Carnivora	Eupleridae	Galidia	elegans	Ring-tailed mongoose	737		72	60	1	1	365	50	183	800	0.0093	26	671	captivity	small	acceptable						"434,455,610,671,680,000"
Carnivora	Eupleridae	Mungotictis	decemlineata	Narrow-striped mongoose	742		99	39	1			50		700				unknown	tiny	low						"434,455,610,671,680"
Carnivora	Felidae	Acinonyx	jubatus	Cheetah	456	456	88	107	3	0.7	537	489	1940	53500		20.5	671	captivity	large	high			61.77	38446.1	312.15	"364,204,344,556,106,000,000,000,000"
Carnivora	Felidae	Caracal	caracal	Caracal	456	456	74	122	3		365	165		16000	0.0096	20.3	671	captivity	medium	acceptable						"4,344,556,716,807,310,000,000"
Carnivora	Felidae	Catopuma	temminckii	Asiatic golden cat	639		95		1			250		13500		23	671	captivity	medium	acceptable						"434,455,671"
Carnivora	Felidae	Felis	catus	Domestic cat	289	304	65	56	4			97.5		3900		30		captivity	large	questionable					311.25	"120,121,122,123,124,000,000,000,000,000,000,000,000,000"
Carnivora	Felidae	Felis	chaus	Jungle cat	335		60	90	3	2	112	131	2212.5	10000	0.0165	20	671	captivity	medium	acceptable						"434,455,671,731"
Carnivora	Felidae	Felis	manul	Pallas' cat	365		72		4.1			89		3500		15.9	671	captivity	medium	acceptable						"434,455,671"
Carnivora	Felidae	Felis	margarita	Sand cat	274		67		4.5	2	198	55.5		2750	0.0255	13.9	671	captivity	medium	acceptable						"434,455,610,671,731,000"
Carnivora	Felidae	Felis	nigripes	Black-footed cat	445	434	66		2	4	228	72.4		2125		15.6	671	captivity	medium	acceptable						"434,455,550,671,978"
Carnivora	Felidae	Felis	silvestris	Wild cat	304	304	64	87	3.7	2.3	114	100	643	5500	0.0113	19	671	captivity	medium	acceptable						"434,455,542,671,731"
Carnivora	Felidae	Leopardus	colocolo	Colocolo					2.5					2950		19.6	671	captivity	small	acceptable						"610,671"
Carnivora	Felidae	Leopardus	geoffroyi	Geoffroy's cat	479		75	68	2	1.3	240	93.2		4000		23	671	captivity	medium	acceptable						"434,455,610,671,817"
Carnivora	Felidae	Leopardus	guigna	Kodkod										2230				unknown	small	low						"671,730"
Carnivora	Felidae	Leopardus	pardalis	Ocelot	600	600	77	106	2	1	452	255.5	3400	8800		28.2	671	captivity	medium	acceptable			17.368	10500	311.15	"36,420,434,441,448,400,000,000,000,000"
Carnivora	Felidae	Leopardus	tigrinus	Little spotted cat			75	56	1.5					2250		21.9	671	captivity	medium	acceptable						"434,455,610,671"
Carnivora	Felidae	Leopardus	wiedii	Margay	659		81	56	1.5			166.5	785.1	3666.7		24	671	captivity	medium	acceptable			5.227	3600	311.55	"364,344,555,386,106,000,000,000"
Carnivora	Felidae	Leptailurus	serval	Serval	821		70	128	2.5	2.5	176	263		13350		22.4	671	captivity	large	high			1.44	1012		"364,344,555,426,106,000,000"
Carnivora	Felidae	Lynx	canadensis	Canada lynx	498	573	63	152	3.5	1	365	204		10100		26.8	671	captivity	medium	acceptable						"434,455,538,610,671,000"
Carnivora	Felidae	Lynx	lynx	Eurasian lynx	639	1004	66	87	2	1	365	246.5	1860	23000	0.0097	26	1306	captivity	large	acceptable						"4,344,556,106,716,800,000,000,000"
Carnivora	Felidae	Lynx	pardinus	Spanish lynx			68		2.5					11000				unknown	tiny	low						"434,455"
Carnivora	Felidae	Lynx	rufus	Bobcat	365	730	65	65	3	0.9	365	265	1190	8600	0.0068	32.3	671	captivity	medium	acceptable			23.446	9400		"364,344,555,386,716,000,000,000,000,000"
Carnivora	Felidae	Neofelis	nebulosa	Clouded leopard	730	1095	89	130	2			170	5427.5	19500		19.8	671	captivity	medium	acceptable						"434,448,455,610,671"
Carnivora	Felidae	Panthera	leo	Lion	1095	1095	109		3	1	649	1300		175000	0.0035	28	1306	captivity	large	acceptable			94.58	98000	311.05	"3,616,242,043,445,550,000,000,000,000,000,000,000,000,000,000,000"
Carnivora	Felidae	Panthera	onca	Jaguar	730	730	99	126	2	0.5	365	820	5033.5	81150	0.0072	28	671	captivity	large	high			62.419	50400	310.15	"36,89,420,434,455,610,671,680,731,817"
Carnivora	Felidae	Panthera	pardus	Leopard	937	771	97	110	2	1.25	444	550	1940	53750	0.0079	27.3	671	captivity	large	high						"434,455,610,671,680,000"
Carnivora	Felidae	Panthera	tigris	Tiger	1268	1415	105	121	2.5	0.4	750	1190	11003	119700		26.3	671	captivity	large	high			133.859	137900	310.65	"36,89,420,434,455,610,671,680,1136,1142"
Carnivora	Felidae	Pardofelis	marmorata	Marbled cat	937	771	97		2			85		3500				unknown	tiny	low						"4,344,556,711,308"
Carnivora	Felidae	Prionailurus	bengalensis	Leopard cat	365		62	45	2.5		163	96	620	5000		17	671	captivity	medium	acceptable						"4,344,556,106,716,800,000"
Carnivora	Felidae	Prionailurus	planiceps	Flat-headed cat			56							6750		14	671	captivity	small	acceptable						"671,730,978"
Carnivora	Felidae	Prionailurus	rubiginosus	Rusty-spotted cat			68		2.5					1350		17.9	671	captivity	medium	acceptable						"434,455,671"
Carnivora	Felidae	Prionailurus	viverrinus	Fishing cat			72	182	2			170		10650		17.2	671	captivity	medium	acceptable						"4,344,556,711,142"
Carnivora	Felidae	Profelis	aurata	African golden cat	651		81		2			248.33		10650		21	671	captivity	small	acceptable						"4,344,556,719,781,300"
Carnivora	Felidae	Puma	concolor	Cougar	912	912	92	90	2.5	0.45	786	400	3500	63000	0.0061	27	1306	captivity	large	acceptable			49.326	37200	310.75	"364,204,364,414,484,000,000,000,000,000"
Carnivora	Felidae	Puma	yagouaroundi	Jaguarundi	803		73		2	2	182			7000		18.6	671	captivity	small	acceptable			9.69	8400	311.55	"364,344,555,385,666,000,000,000,000"
Carnivora	Felidae	Uncia	uncia	Snow leopard	730	730	96	77	2	1	365	475	7500	50000		21.2	671	captivity	large	high						"434,455,610,671,680,000"
Carnivora	Herpestidae	Atilax	paludinosus	Marsh mongoose	235	255	76	36	2	2	182	100	550	3300		20.8	671	captivity	small	acceptable						"4,344,556,106,719,780,000"
Carnivora	Herpestidae	Bdeogale	nigripes	Black-footed mongoose					1					2000		15.8	671	captivity	small	acceptable						"434,671"
Carnivora	Herpestidae	Crossarchus	obscurus	Long-nosed cusimanse	274	274	58	23	4	2.5	122	9.8		790		13.3	671	captivity	small	acceptable						"434,455,610,671,978"
Carnivora	Herpestidae	Cynictis	penicillata	Yellow mongoose	730		56	61	2	2	365			598.5		15.2	671	captivity	medium	acceptable						"434,455,610,671,978"
Carnivora	Herpestidae	Galerella	pulverulenta	Cape gray mongoose			61	58	2.6			20.2		650		11.7	671	captivity	small	acceptable						"434,455,610,671,978"
Carnivora	Herpestidae	Galerella	sanguinea	Slender mongoose	365	365	65	55	2	2	182			500		12.6	671	captivity	small	acceptable			2.202	519.6	311.85	"36,420,434,455,671,900"
Carnivora	Herpestidae	Helogale	parvula	Dwarf mongoose	456		55	21	3	2.25	142			274.8		20	1306	captivity	large	acceptable						"4,344,556,106,716,800,000,000"
Carnivora	Herpestidae	Herpestes	brachyurus	Short-tailed mongoose					3.5					1414.1				unknown	small	low						"671,730,978"
Carnivora	Herpestidae	Herpestes	edwardsi	Indian gray mongoose	311		59		2.6	3.3	110			1000		12.3	671	captivity	small	acceptable						"4,556,106,719,781,300"
Carnivora	Herpestidae	Herpestes	ichneumon	Egyptian mongoose	730	730	74	61	3	1.5	365		800	2200				unknown	tiny	low						"434,455,542,610,671,000"
Carnivora	Herpestidae	Herpestes	javanicus	Javan mongoose	301	122	49	50	2	2	151	25.92	275	800		16.6	671	captivity	small	acceptable			2.248	611	312.95	"36,420,434,455,610,600,000,000,000"
Carnivora	Herpestidae	Herpestes	naso	Long-nosed mongoose										3000				unknown	small	low						"671,730"
Carnivora	Herpestidae	Herpestes	smithii	Ruddy mongoose					2.5					1702.5		17.8	671	captivity	small	acceptable						"671,730,978"
Carnivora	Herpestidae	Herpestes	urva	Crab-eating mongoose			66		3					1863.2		13.3	671	captivity	small	acceptable						"671,730,978"
Carnivora	Herpestidae	Herpestes	vitticollis	Striped-necked mongoose					2.5					2250		12.8	671	captivity	small	acceptable						"455,671"
Carnivora	Herpestidae	Ichneumia	albicauda	White-tailed mongoose	755			274	2.3					3500		14.8	671	captivity	small	acceptable						"4,344,556,106,711,300"
Carnivora	Herpestidae	Mungos	mungo	Banded mongoose	289		60		2.5	2	365	39		1331.5		17.4	671	captivity	large	high						"4,344,556,106,716,800,000,000"
Carnivora	Herpestidae	Suricata	suricatta	Meerkat	365	365	77		4	1	365	29		776	0.0161	20.6	671	captivity	large	high			1.729	850	309.45	"3,642,043,445,556,060,000,000,000,000,000,000"
Carnivora	Hyaenidae	Crocuta	crocuta	Spotted hyena	1095	639	110	265	2	1	449	1390	14500	63000	0.0056	41.1	671	captivity	medium	acceptable						"1,304,344,556,106,710,000,000"
Carnivora	Hyaenidae	Hyaena	brunnea	Brown hyena	1000		92	342	2.5	0.4	511	688	27400	42250		31.9	671	captivity	small	acceptable						"434,455,610,671"
Carnivora	Hyaenidae	Hyaena	hyaena	Striped hyena	800	800	90	279	2.5		237	700		40000		25	671	captivity	medium	acceptable			31.954	34300	310.15	"36,420,434,455,610,600,000"
Carnivora	Hyaenidae	Proteles	cristata	Aardwolf	631		84	132	2.5			275		10000		20	671	captivity	small	acceptable			11.563	7902.6	309.55	"364,204,344,556,106,000,000,000"
Carnivora	Mephitidae	Conepatus	chinga	Molina's hog-nosed skunk										3400		10	671	captivity	small	acceptable						"511,671"
Carnivora	Mephitidae	Conepatus	leuconotus	"American hog-nosed skunk, or Hog-nosed skunk"	319	319	56		3.4	1.5	182			1900		10.2	671	captivity	tiny	acceptable						"441,455,538,542,610,000,000"
Carnivora	Mephitidae	Mephitis	macroura	Hooded skunk			61		5.3					965				unknown	tiny	low						"455,610,671"
Carnivora	Mephitidae	Mephitis	mephitis	Striped skunk	335	335	63	60	5	1	365	33.5	493.5	3500	0.0143	13.9	671	captivity	medium	acceptable					309.6	"4,344,414,555,386,100,000,000,000,000,000"
Carnivora	Mephitidae	Spilogale	putorius	Eastern spotted skunk	152	152	31	50	5	1.5	243	9.5	160	600	0.0311	10.5	671	captivity	small	acceptable			1.674	624	309.55	"36,420,434,441,455,600,000,000,000"
Carnivora	Mustelidae	Aonyx	capensis	African clawless otter	365	365	63	53	2.5			1050	3360	23500		14.2	671	captivity	small	acceptable						"434,455,610,671"
Carnivora	Mustelidae	Aonyx	cinereus	Oriental small-clawed otter	730	730	63		1.42	2	182	57		3000		23	671	captivity	large	acceptable						"4,344,556,719,781,400"
Carnivora	Mustelidae	Arctonyx	collaris	Hog badger			42	104	3			58		10500		15.8	671	captivity	small	acceptable						"434,455,671"
Carnivora	Mustelidae	Eira	barbara	Tayra	700	183	66	75	2			83	1708	4500	0.0159	22.3	671	captivity	medium	acceptable			6.811	2950	311.55	"36,420,434,455,610,600,000"
Carnivora	Mustelidae	Enhydra	lutris	Sea otter	974	1369	140	175	1	0.8	548	1868	13425	25850		27	671	captivity	medium	acceptable			98.479	26832.8	310.65	"3,643,444,144,345,550,000,000,000,000,000,000,000"
Carnivora	Mustelidae	Galictis	cuja	Lesser grison										1000		10.2	671	captivity	small	acceptable						"434,671"
Carnivora	Mustelidae	Galictis	vittata	Greater grison			40		2					2300		12.5	671	captivity	small	acceptable						"434,610,671"
Carnivora	Mustelidae	Gulo	gulo	Wolverine	710	776	35	87	3	0.5	639	95		16333.3	0.0182	19.5	671	captivity	medium	acceptable			31.765	12700	310.15	"36,420,434,455,610,600,000,000,000"
Carnivora	Mustelidae	Hydrictis	maculicollis	Spotted-necked otter	842		61		2		365			4000		22.9	671	captivity	small	acceptable						"4,556,106,719,781,300"
Carnivora	Mustelidae	Ictonyx	libycus	Saharan striped polecat			38		2					425				unknown	small	low						"434,671,978"
Carnivora	Mustelidae	Ictonyx	striatus	Striped polecat	304	393	36	79	2	1	365	15	170	910	0.0361	14	671	captivity	tiny	acceptable						"434,455,610,671,680,000,000"
Carnivora	Mustelidae	Lontra	canadensis	Northern river otter	730	730	62	122	2.5	0.9	365	140	1510	9000		27	671	captivity	medium	acceptable					311.55	"4,344,434,555,386,100,000,000,000,000"
